candidate_id,source,signature,clean__method,scale__method,pca__n_components,model__C,model__gamma,params_json,stage,fold_idx,fold_accuracy,fit_seconds,removed_rows
stage3_000,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.01, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,104,3.0,0.01,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.01, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.81125,9.671,192
stage3_001,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.02, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,104,3.0,0.02,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.02, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.8,9.128,192
stage3_002,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.03, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,104,3.0,0.03,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.03, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.779375,8.328,192
stage3_003,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.04, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,104,3.0,0.04,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.04, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.758125,9.852,192
stage3_004,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.01, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,104,4.0,0.01,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.01, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.810625,12.17,192
stage3_005,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.02, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,104,4.0,0.02,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.02, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.799375,9.562,192
stage3_006,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.03, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,104,4.0,0.03,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.03, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.7775,8.454,192
stage3_007,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.04, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,104,4.0,0.04,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.04, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.75875,9.237,192
stage3_008,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.01, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,104,6.0,0.01,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.01, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.80625,9.453,192
stage3_009,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.02, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,104,6.0,0.02,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.02, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.7975,9.18,192
stage3_010,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.03, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,104,6.0,0.03,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.03, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.776875,8.65,192
stage3_011,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.04, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,104,6.0,0.04,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.04, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.759375,9.197,192
stage3_012,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.01, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,104,8.0,0.01,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.01, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.805625,9.503,192
stage3_013,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,104,8.0,0.02,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.7975,8.355,192
stage3_014,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.03, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,104,8.0,0.03,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.03, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.779375,9.37,192
stage3_015,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.04, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,104,8.0,0.04,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.04, ""pca__n_components"": 104, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.760625,9.596,192
stage3_016,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.01, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,112,3.0,0.01,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.01, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.809375,9.504,192
stage3_017,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.02, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,112,3.0,0.02,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.02, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.80125,8.182,192
stage3_018,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.03, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,112,3.0,0.03,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.03, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.77875,9.213,192
stage3_019,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.04, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,112,3.0,0.04,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.04, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.758125,9.179,192
stage3_020,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.01, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,112,4.0,0.01,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.01, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.811875,8.439,192
stage3_021,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.02, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,112,4.0,0.02,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.02, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.800625,8.954,192
stage3_022,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.03, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,112,4.0,0.03,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.03, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.775625,9.0,192
stage3_023,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.04, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,112,4.0,0.04,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.04, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.7575,9.16,192
stage3_024,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.01, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,112,6.0,0.01,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.01, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.809375,8.479,192
stage3_025,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.02, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,112,6.0,0.02,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.02, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.80125,9.098,192
stage3_026,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.03, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,112,6.0,0.03,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.03, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.776875,9.093,192
stage3_027,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.04, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,112,6.0,0.04,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.04, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.759375,8.208,192
stage3_028,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.01, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,112,8.0,0.01,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.01, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.805625,9.399,192
stage3_029,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,112,8.0,0.02,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.79875,9.069,192
stage3_030,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.03, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,112,8.0,0.03,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.03, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.78,8.676,192
stage3_031,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.04, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,112,8.0,0.04,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.04, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.760625,8.614,192
stage3_032,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.01, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,120,3.0,0.01,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.01, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.814375,9.895,192
stage3_033,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.02, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,120,3.0,0.02,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.02, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.800625,9.458,192
stage3_034,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.03, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,120,3.0,0.03,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.03, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.776875,9.127,192
stage3_035,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.04, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,120,3.0,0.04,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.04, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.758125,9.222,192
stage3_036,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.01, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,120,4.0,0.01,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.01, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.808125,9.843,192
stage3_037,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.02, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,120,4.0,0.02,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.02, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.79875,9.509,192
stage3_038,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.03, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,120,4.0,0.03,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.03, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.77625,8.954,192
stage3_039,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.04, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,120,4.0,0.04,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.04, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.76,9.433,192
stage3_040,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.01, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,120,6.0,0.01,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.01, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.808125,9.837,192
stage3_041,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.02, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,120,6.0,0.02,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.02, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.79875,9.614,192
stage3_042,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.03, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,120,6.0,0.03,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.03, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.776875,9.058,192
stage3_043,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.04, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,120,6.0,0.04,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.04, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.7625,9.293,192
stage3_044,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.01, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,120,8.0,0.01,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.01, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.803125,9.884,192
stage3_045,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,120,8.0,0.02,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.800625,9.539,192
stage3_046,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.03, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,120,8.0,0.03,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.03, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.779375,9.313,192
stage3_047,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.04, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,120,8.0,0.04,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.04, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.764375,9.189,192
stage3_048,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.01, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,128,3.0,0.01,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.01, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.816875,9.748,192
stage3_049,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.02, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,128,3.0,0.02,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.02, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.798125,9.38,192
stage3_050,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.03, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,128,3.0,0.03,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.03, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.77625,8.887,192
stage3_051,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.04, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,128,3.0,0.04,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.04, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.7575,9.144,192
stage3_052,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.01, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,128,4.0,0.01,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.01, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.8125,9.746,192
stage3_053,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.02, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,128,4.0,0.02,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.02, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.79875,9.373,192
stage3_054,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.03, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,128,4.0,0.03,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.03, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.77625,8.478,192
stage3_055,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.04, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,128,4.0,0.04,"{""clean__method"": ""lof_0.03"", ""model__C"": 4.0, ""model__gamma"": 0.04, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.75875,9.37,192
stage3_056,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.01, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,128,6.0,0.01,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.01, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.810625,9.623,192
stage3_057,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.02, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,128,6.0,0.02,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.02, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.800625,10.227,192
stage3_058,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.03, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,128,6.0,0.03,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.03, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.775625,8.537,192
stage3_059,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.04, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,128,6.0,0.04,"{""clean__method"": ""lof_0.03"", ""model__C"": 6.0, ""model__gamma"": 0.04, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.76,10.653,192
stage3_060,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.01, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,128,8.0,0.01,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.01, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.803125,9.813,192
stage3_061,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,128,8.0,0.02,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.80125,9.338,192
stage3_062,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.03, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,128,8.0,0.03,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.03, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.775,8.457,192
stage3_063,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.04, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,128,8.0,0.04,"{""clean__method"": ""lof_0.03"", ""model__C"": 8.0, ""model__gamma"": 0.04, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.760625,9.474,192
stage3_064,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.01, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",lof_0.03,power_yeo,136,3.0,0.01,"{""clean__method"": ""lof_0.03"", ""model__C"": 3.0, ""model__gamma"": 0.01, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.81125,10.718,192
